1013,604,1618155908429
1012,604,1618155908513
1012,605,1618155908547
1011,605,1618155908562
1011,606,1618155908596
1010,606,1618155908613
1010,607,1618155908946
1009,607,1618155909229
1008,607,1618155909979
1001,608,1618155909997
992,608,1618155910013
977,608,1618155910029
964,608,1618155910046
947,608,1618155910065
932,607,1618155910080
918,605,1618155910097
911,602,1618155910113
902,599,1618155910129
900,598,1618155910146
899,597,1618155910167
898,596,1618155910179
898,595,1618155910198
895,595,1618155910379
886,595,1618155910400
873,592,1618155910414
846,584,1618155910429
814,573,1618155910450
804,569,1618155910463
790,563,1618155910483
784,560,1618155910497
782,558,1618155910513
782,557,1618155910530
782,555,1618155910550
782,553,1618155910562
784,551,1618155910579
784,550,1618155910746
787,547,1618155910766
790,544,1618155910781
794,540,1618155910796
800,535,1618155910816
809,530,1618155910829
820,527,1618155910846
841,525,1618155910862
859,525,1618155910880
888,537,1618155910900
902,545,1618155910913
916,554,1618155910929
925,563,1618155910946
929,567,1618155910966
932,572,1618155910979
934,575,1618155911000
935,576,1618155911033
933,574,1618155911113
934,574,1618155911298
939,569,1618155911314
950,559,1618155911333
958,548,1618155911347
967,536,1618155911363
973,525,1618155911380
976,516,1618155911399
977,508,1618155911413
978,502,1618155911430
978,496,1618155911446
976,490,1618155911467
974,489,1618155911479
972,487,1618155911495
968,486,1618155911514
966,486,1618155911530
963,486,1618155911545
959,486,1618155911562
954,486,1618155911579
947,487,1618155911598
937,489,1618155911613
926,491,1618155911629
913,493,1618155911647
907,493,1618155911666
904,493,1618155911680
903,491,1618155911699
905,479,1618155911899
906,475,1618155911913
909,462,1618155911933
911,452,1618155911946
913,445,1618155911962
914,441,1618155911983
914,439,1618155911999
914,438,1618155912382
915,437,1618155912415
921,436,1618155912433
932,435,1618155912447
953,434,1618155912467
968,434,1618155912480
986,433,1618155912496
999,433,1618155912512
1008,432,1618155912530
1011,431,1618155912547
1016,426,1618155912716
1029,413,1618155912730
1051,393,1618155912750
1094,352,1618155912763
1155,296,1618155912783
1194,261,1618155912799
1217,242,1618155912813
1228,232,1618155912830
1242,220,1618155912846
1247,216,1618155912863
1249,214,1618155912881
1250,213,1618155912899
1251,212,1618155912930
1251,214,1618155913117
1249,217,1618155913130
1247,220,1618155913146
1189,291,1618155913166
1166,321,1618155913179
1139,352,1618155913200
1112,384,1618155913212
1097,400,1618155913229
1083,412,1618155913249
1077,418,1618155913265
1072,422,1618155913281
1069,422,1618155913613
1060,422,1618155913633
1052,424,1618155913646
1044,425,1618155913666
1038,425,1618155913679
1031,425,1618155913698
1030,425,1618155913930
1024,426,1618155913945
1014,428,1618155913962
1004,429,1618155913983
1002,429,1618155913996
998,429,1618155914016
997,429,1618155914029
1001,427,1618155914082
1007,425,1618155914096
1012,424,1618155914112
1018,423,1618155914129
1024,421,1618155914150
1025,421,1618155914163
1029,420,1618155914183
1031,419,1618155914199
1033,418,1618155914212
1036,418,1618155914229
1038,417,1618155914246
1040,417,1618155914262
1041,417,1618155914279
1043,417,1618155914297
1044,417,1618155914313
1046,417,1618155914333
1047,417,1618155914345
1048,417,1618155914366
1049,418,1618155914381
1050,418,1618155921030
